Gene	Drug	cor	pvalue
BCL2A1	Vemurafenib	0.745628491647371	8.23025828985116e-12
BCL2A1	PLX-4720	0.719157929566206	9.6509329120294e-11
BCL2A1	Dabrafenib	0.704662971913567	3.31167311723373e-10
BCL2A1	SB-590885	0.650788989008882	1.81198762359907e-08
BCL2A1	HYPOTHEMYCIN	0.530068026317229	1.32656797824668e-05
BCL2A1	PD-98059	0.486788284804905	8.0163870639473e-05
BCL2A1	Selumetinib	0.43600433288428	0.000497276060874423
BCL2A1	Varbulin	-0.43291146483591	0.000550801307191487
BCL2A1	RO-5126766	0.414968310498485	0.000978205724665816
BCL2A1	ARRY-162	0.411820190806571	0.00107844223129162
BCL2A1	Pimasertib	0.399709773713838	0.00155601700929731
BCL2A1	MI-219	0.36066065536356	0.00464245092614941
BCL2A1	BMS-690514	-0.355989091310041	0.00524549488202864
BCL2A1	SCH-1473759	-0.349668915094066	0.00617052246846739
BCL2A1	PD-0325901	0.349197807598112	0.00624487818383635
BCL2A1	TAK-733	0.340334207447475	0.00779786521361932
BCL2A1	Tipifarnib	0.338595400271359	0.00813922948989817
BCL2A1	RO-4987655	0.334891798164017	0.00891000316407953
BCL2A1	PYRAZOLOACRIDINE	-0.331748784031079	0.0096131428091209
